date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:42:03	5294/5294	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202019%2009:42:03%20GMT	http://dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/images/ui-icons_222222_256x240.png	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/images/ui-icons_222222_256x240.26.delayed	(from http://dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/jquery-ui.css?20190505184942)
10:42:04	5294/5294	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202019%2009:42:03%20GMT	http://dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/images/ui-icons_888888_256x240.png	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/images/ui-icons_888888_256x240.27.delayed	(from http://dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/jquery-ui.css?20190505184942)
10:42:04	5294/5294	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202019%2009:42:04%20GMT	http://dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/images/ui-icons_454545_256x240.png	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/images/ui-icons_454545_256x240.28.delayed	(from http://dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/jquery-ui.css?20190505184942)
10:42:04	5294/5294	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202019%2009:42:04%20GMT	http://dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/images/ui-icons_2e83ff_256x240.png	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/images/ui-icons_2e83ff_256x240.29.delayed	(from http://dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/jquery-ui.css?20190505184942)
10:42:04	5294/5294	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202019%2009:42:04%20GMT	http://dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/images/ui-icons_cd0a0a_256x240.png	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/images/ui-icons_cd0a0a_256x240.2a.delayed	(from http://dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/jquery-ui.css?20190505184942)
10:42:05	5300/5300	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202019%2009:42:04%20GMT	http://dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/images/ui-bg_flat_0_aaaaaa_40x100.png	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/images/ui-bg_flat_0_aaaaaa_40x100.2b.delayed	(from http://dev.web-cruit.com/images/js/jquery-ui/1.8/themes/base/jquery-ui.css?20190505184942)
10:42:05	43/43	---M--	200	added ('OK')	image/gif	etag:%2296f58fad9a3fd41:0%22	http://dev.web-cruit.com/tagmanager/images/spacer.gif	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/images/spacer.gif	(from http://dev.web-cruit.com/tagmanager/index.cfm?20190505184942)
10:42:09	807/807	U-----	200	untouched ('')	image/gif	etag:%22a6983da39a3fd41:0%22	http://dev.web-cruit.com/images/hr_line.gif	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/images/hr_line.gif	(from http://dev.web-cruit.com/images/css/web-cruit/wc.css?20190505184942)
10:42:10	5240/5240	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202019%2009:42:08%20GMT	http://dev.web-cruit.com/tagmanager/Popover%20requires%20tooltip.js	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/Popover%20requires%20tooltip.2e.delayed	(from http://dev.web-cruit.com/images/css/web-cruit/bootstrap-3.3.7-dist/js/bootstrap.min.js?20190505184942)
10:42:11	133615/133615	---M--	200	added ('OK')	text/html	date:Mon,%2006%20May%202019%2009:42:08%20GMT	http://dev.web-cruit.com/tagmanager/index.cfm?action=importquestion	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/index6e3a.html	(from http://dev.web-cruit.com/tagmanager/index.cfm?20190505184942)
10:42:15	28372/28372	---M--	200	added ('OK')	image/gif	etag:%2270a98eb19a3fd41:0%22	http://dev.web-cruit.com/tagmanager/images/web-cruit-timer.gif	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/images/web-cruit-timer.gif	(from http://dev.web-cruit.com/scripts/Javascript/web-cruit-dialog/web-cruit-dialog.js)
10:42:24	76518/76518	---M--	200	added ('OK')	application/octet-stream	etag:%22216d96a69a3fd41:0%22	http://dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/fonts/fontawesome-webfont.eot?v=4.6.3	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/fonts/fontawesome-webfont5b62.eot	(from http://dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/css/font-awesome.css?20190505184942)
10:42:24	71896/71896	---M--	200	added ('OK')	application/font-woff2	etag:%22c03d9aa69a3fd41:0%22	http://dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/fonts/fontawesome-webfont5b62.woff2	(from http://dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/css/font-awesome.css?20190505184942)
10:42:24	76518/76518	---M--	200	added ('OK')	application/octet-stream	etag:%22216d96a69a3fd41:0%22	http://dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/fonts/fontawesome-webfont.eot?	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/fonts/fontawesome-webfontd41d.eot	(from http://dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/css/font-awesome.css?20190505184942)
10:42:27	2568/2568	---M--	200	added ('OK')	application/x-javascript	etag:%2280ebbef4993fd41:0%22	http://dev.web-cruit.com/tagmanager/tagmanagerscripts/formValidationRules.js?20190505184942s	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/tagmanagerscripts/formValidationRules7372.js	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=taghierarchymenu&refreshtags=1)
10:42:31	510/510	---M--	200	added ('OK')	image/png	etag:%2263eb3dae9a3fd41:0%22	http://dev.web-cruit.com/tagmanager/images/cog.png	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/images/cog.png	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=taghierarchymenu&refreshtags=1)
10:42:33	391622/391622	---M--	200	added ('OK')	image/svg+xml	etag:%221ab798a69a3fd41:0%22	http://dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/fonts/fontawesome-webfont.svg?v=4.6.3	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/fonts/fontawesome-webfont5b62.svg	(from http://dev.web-cruit.com/tagmanager/images/css/web-cruit/font-awesome/font-awesome-4.6.3/css/font-awesome.css?20190505184942)
10:42:33	557/557	---M--	200	added ('OK')	image/png	etag:%225ec789b19a3fd41:0%22	http://dev.web-cruit.com/tagmanager/images/arrow_down.png	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/images/arrow_down.png	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=taghierarchymenu&refreshtags=1)
10:42:33	425/425	---M--	200	added ('OK')	image/png	etag:%227fb256af9a3fd41:0%22	http://dev.web-cruit.com/tagmanager/images/user.png	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/images/user.png	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=taghierarchymenu&refreshtags=1)
10:42:35	44416/44416	---M--	200	added ('OK')	text/html	date:Mon,%2006%20May%202019%2009:42:33%20GMT	http://dev.web-cruit.com/tagmanager/index.cfm?action=admintag&tagid=	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/index3a44.html	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=taghierarchymenu&refreshtags=1)
10:42:35	514/514	---M--	200	added ('OK')	image/png	etag:%22f84a3fae9a3fd41:0%22	http://dev.web-cruit.com/tagmanager/images/icon_delete.png	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/images/icon_delete.png	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=taghierarchymenu&refreshtags=1)
10:42:36	24786/24786	---M--	200	added ('OK')	text/html	date:Mon,%2006%20May%202019%2009:42:35%20GMT	http://dev.web-cruit.com/tagmanager/index.cfm?action=admintag&tagid=4009	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/index1c3f.html	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=taghierarchymenu&refreshtags=1)
10:42:36	24786/24786	---M--	200	added ('OK')	text/html	date:Mon,%2006%20May%202019%2009:42:35%20GMT	http://dev.web-cruit.com/tagmanager/index.cfm?action=admintag&tagid=4010	C:/CV/tagmanager/tag%20manager/dev.web-cruit.com/tagmanager/index5957.html	(from http://dev.web-cruit.com/tagmanager/index.cfm?action=taghierarchymenu&refreshtags=1)
